processed_text,label,dominant_topic,topic_confidence,topic_keywords
im changing review much better game play trial update im glad keep good work,positive,2,0.04699518085125524,"good, game, really, friend, app"
india server joining first fix,positive,5,0.027106337312972725,"minecraft, love, play, please, like"
best game world,positive,3,0.14120997767997584,"best, ever, world, game, played"
best multiplayer game,positive,3,0.09737267565146518,"best, ever, world, game, played"
nice,positive,1,0.03921701929887995,"game, nice, like, favourite, fun"
best game ever like actually changed life comattion game tysm minecraft,positive,5,0.07284230743541732,"minecraft, love, play, please, like"
firstly love game also lave love option joining server problem earlier resolved,positive,5,0.10070426324003123,"minecraft, love, play, please, like"
make anything amazing,positive,5,0.011363377108363668,"minecraft, love, play, please, like"
best game play multiplayer,positive,3,0.0871403331208752,"best, ever, world, game, played"
super good really like control barely lag short data wifi,positive,2,0.04939981128341932,"good, game, really, friend, app"
im trying log account keep telling add another email password phone number try say invalid email service isnt working something option skip press doesnt let log account cant make new account press sign take screen want im tweaking someone help want play minecraft cry class help,positive,5,0.04932184399832554,"minecraft, love, play, please, like"
game good,positive,2,0.22833202181520393,"good, game, really, friend, app"
cool interesting game,positive,1,0.04648293084105224,"game, nice, like, favourite, fun"
cool,positive,5,0.0055715207727608,"minecraft, love, play, please, like"
good,positive,2,0.2568672774372206,"good, game, really, friend, app"
server india working btw game best please fix problem,positive,3,0.047272168080880056,"best, ever, world, game, played"
best game,positive,3,0.17407027436830216,"best, ever, world, game, played"
game love,positive,5,0.12214775373099435,"minecraft, love, play, please, like"
good game play friend,positive,2,0.13699322525685903,"good, game, really, friend, app"
make minecraft like social medium mean message option many thing,positive,5,0.08031499524092892,"minecraft, love, play, please, like"
amazing game get mind thing,positive,1,0.0390241225720443,"game, nice, like, favourite, fun"
best game mojang thanks,positive,3,0.08075853005437872,"best, ever, world, game, played"
best game ever,positive,3,0.16701685968662633,"best, ever, world, game, played"
best game ive ever played,positive,3,0.11291030097316741,"best, ever, world, game, played"
best,positive,3,0.19371472305921708,"best, ever, world, game, played"
best game,positive,3,0.17407027436830216,"best, ever, world, game, played"
awesome,positive,1,0.0026562577218842195,"game, nice, like, favourite, fun"
best game ever played ive playing game year still best game opinion,positive,3,0.10592667938439737,"best, ever, world, game, played"
best game ive seen building,positive,3,0.06372243612400921,"best, ever, world, game, played"
finnally bought game money cracked many time time bought sister,positive,1,0.0236451557100935,"game, nice, like, favourite, fun"
best,positive,3,0.19371472305921708,"best, ever, world, game, played"
best adventure game,positive,3,0.09419497226516055,"best, ever, world, game, played"
game awesome control want recharge play pc play feel tough play,positive,5,0.03758985553392607,"minecraft, love, play, please, like"
best game ever played,positive,3,0.13577268718688842,"best, ever, world, game, played"
nice game,positive,1,0.11241375968143309,"game, nice, like, favourite, fun"
minecraft best game,positive,5,0.16317741634848162,"minecraft, love, play, please, like"
awesome update lag really fun player easy find ore op tool awesome definitely worth buying awesome download mobile alot game update often realm gon delete much play,positive,4,0.042272533078119234,"op, game, minecraft, ever, app"
amazing game ig,positive,1,0.07254776407800304,"game, nice, like, favourite, fun"
good mobilevery uncomfortable also add java edition mobile,positive,2,0.07778937672035716,"good, game, really, friend, app"
best game ever,positive,3,0.16701685968662633,"best, ever, world, game, played"
game great dont think im good mobile cuz like kind hard wish voice chat like proximity know thing,positive,2,0.04005208865151851,"good, game, really, friend, app"
wanted let guy know phone malig gpu seems bug enchanted armor becomes blocky glitchy literally turn enchanted armor single colored block nonenchanted armor seems work fine enchanted one,positive,5,0.010066603329891542,"minecraft, love, play, please, like"
good,positive,2,0.2568672774372206,"good, game, really, friend, app"
love creativity wish shaders could return,positive,5,0.04154219417999708,"minecraft, love, play, please, like"
best best game world,positive,3,0.17893051777204078,"best, ever, world, game, played"
nice gaming tell thing important life making crafting surviving many one bad thing game install spending rupee ok important learn thing thanks minecraft,positive,5,0.03920685530836051,"minecraft, love, play, please, like"
nice give permission creating server minecraft free pleaseeeeee,positive,5,0.08556223312697846,"minecraft, love, play, please, like"
purchased minecraft yesterday tried install like time every time somehow fails tried everything didnt work around gb free storage still installing every apps downloading perfectly minecraft cleared cache cleared data restarted phone still working anyone solve issue want play minecraft bad,positive,5,0.11210394392863801,"minecraft, love, play, please, like"
im currently year old started playing knew minecraft soon started playing know love game big glitch like people youtube say amazing game,positive,5,0.07802572510420157,"minecraft, love, play, please, like"
ive playing minecraft absolutely amazing creativity allows endless build explore survive blocky world much freedom love different modessurvival creative multiplayer add much variety simple graphic unique charm update keep game exciting plus community mod map make even better youre looking game create explore fun minecraft,positive,5,0.07827378949083016,"minecraft, love, play, please, like"
really fun mod,positive,5,0.014632343376896138,"minecraft, love, play, please, like"
best game ever,positive,3,0.16701685968662633,"best, ever, world, game, played"
awesome sandbox game,positive,1,0.0420841381349774,"game, nice, like, favourite, fun"
game great would lying say perfect look redstone youtube turn something dont work version minecraft,positive,5,0.05456819727842324,"minecraft, love, play, please, like"
can start play app started reatino loud test doesnt proceed command,positive,5,0.019043430789931797,"minecraft, love, play, please, like"
amazing,positive,1,0.006732183700251907,"game, nice, like, favourite, fun"
excellent game new added mace crazy wind charge cant hold hand thing good improve bedrock addition,positive,2,0.04255289268409118,"good, game, really, friend, app"
love everything,positive,5,0.08534280088919,"minecraft, love, play, please, like"
nice,positive,1,0.03921701929887995,"game, nice, like, favourite, fun"
nice,positive,1,0.03921701929887995,"game, nice, like, favourite, fun"
nice game,positive,1,0.11241375968143309,"game, nice, like, favourite, fun"
nice game,positive,1,0.11241375968143309,"game, nice, like, favourite, fun"
nice way minecraft teach creativity isnt endless,positive,5,0.06148605391511695,"minecraft, love, play, please, like"
veryyyyyyyy nice game playing minecraft past several year absolutely amazing,positive,5,0.060814387293719505,"minecraft, love, play, please, like"
ive fixed,positive,5,0.006114229144614485,"minecraft, love, play, please, like"
love game much,positive,5,0.08992264486299942,"minecraft, love, play, please, like"
great experiance anything game good,positive,2,0.10474145858261645,"good, game, really, friend, app"
happy play game wondering exciting update minecraft love dragon especially night fury update,positive,5,0.09050674301377944,"minecraft, love, play, please, like"
